Organism/Name	BioProject Accession	Size (Mb)	GC%	Replicons	Scaffolds	Genes	Proteins	Status	Assembly Accession	FTP_path	PubMedID
Baekduia soli	PRJNA558580	5.21225	74	chromosome:NZ_CP042430.1/CP042430.1	1	5204	5036	Complete Genome	GCA_007970665.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/970/665/GCF_007970665.1_ASM797066v1	29299847
Paraconexibacter antarcticus	PRJNA843527	5.13845	73	chromosome:NZ_CP098502.1/CP098502.1	1	5033	4902	Complete Genome	GCA_024220175.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/220/175/GCF_024220175.1_ASM2422017v1	-
Microlunatus elymi	PRJNA554736	5.12119	66.9	chromosome:NZ_CP041692.1/CP041692.1	1	4721	4584	Complete Genome	GCA_007362775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/362/775/GCF_007362775.1_ASM736277v1	-
Nocardioides anomalus	PRJNA607860	5.12034	73.3	chromosome:NZ_CP049257.1/CP049257.1	1	5145	4986	Complete Genome	GCA_011046535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/046/535/GCA_011046535.1_ASM1104653v1	-
Mycobacterium branderi	PRJDB7717	5.97962	66.5109	chromosome:NZ_AP022606.1/AP022606.1; plasmid pJCM12687:NZ_AP022607.1/AP022607.1	2	5863	5636	Complete Genome	GCA_010728725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/728/725/GCA_010728725.1_ASM1072872v1	31287781
Mycobacterium lacus	PRJDB7717	5.09299	66.9	chromosome:NZ_AP022581.1/AP022581.1	1	4798	4330	Complete Genome	GCA_010731535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/535/GCA_010731535.1_ASM1073153v1	31287781
Mycobacterium heidelbergense	PRJDB7717	5.05058	67.9	chromosome:NZ_AP022615.1/AP022615.1	1	4703	4457	Complete Genome	GCA_010730745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/730/745/GCA_010730745.1_ASM1073074v1	31287781
Mycolicibacterium celeriflavum	PRJDB7717	5.02425	66.9	chromosome:NZ_AP022591.1/AP022591.1	1	4859	4691	Complete Genome	GCA_010731795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/795/GCA_010731795.1_ASM1073179v1	31287781
[Mycobacterium] stephanolepidis	PRJDB5828	4.99449	64	chromosome:NZ_AP018165.1/AP018165.1	1	4954	4751	Complete Genome	GCA_002356335.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/335/GCF_002356335.1_ASM235633v1	2885773328818900
Mycolicibacter virginiensis	PRJNA747101	4.98014	67.4	chromosome:NZ_CP092430.2/CP092430.2	1	4712	4526	Complete Genome	GCA_022374935.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/374/935/GCA_022374935.2_ASM2237493v2	-
Nocardioides panacis	PRJNA738637	4.90177	72.3	chromosome:NZ_CP077062.1/CP077062.1	1	4793	4459	Complete Genome	GCA_019039255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/039/255/GCA_019039255.1_ASM1903925v1	-
Blastococcus brunescens	PRJNA1054038	4.90142	72.7	chromosome:NZ_CP141261.1/CP141261.1	1	6587	5678	Complete Genome	GCA_035320885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/320/885/GCF_035320885.1_ASM3532088v1	-
Allosaccharopolyspora coralli	PRJNA588104	4.83201	68.6	chromosome:NZ_CP045929.1/CP045929.1	1	4527	4410	Complete Genome	GCA_009664835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/664/835/GCF_009664835.1_ASM966483v1	-
Mycolicibacterium sarraceniae	PRJDB7717	4.82826	65.9	chromosome:NZ_AP022595.1/AP022595.1	1	4850	4349	Complete Genome	GCA_010731875.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/875/GCA_010731875.1_ASM1073187v1	31287781
Mycobacterium noviomagense	PRJDB7717	4.7798	65.8	chromosome:NZ_AP022583.1/AP022583.1	1	4573	4319	Complete Genome	GCA_010731635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/635/GCA_010731635.1_ASM1073163v1	31287781
Mycobacteroides salmoniphilum	PRJNA414709	4.7767	64.3	chromosome:NZ_CP024633.1/CP024633.1	1	4655	4526	Complete Genome	GCA_004924335.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/924/335/GCF_004924335.1_ASM492433v1	-
Dermatobacter hominis	PRJNA771105	4.66106	73.2	chromosome:NZ_CP085840.1/CP085840.1	1	4346	4283	Complete Genome	GCA_020715685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/715/685/GCA_020715685.1_ASM2071568v1	-
Mycolicibacter sinensis	PRJNA51513	4.64367	68.4	chromosome:NC_015576.1/CP002329.1	1	4442	4262	Complete Genome	GCA_000214155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/155/GCA_000214155.1_ASM21415v1	21685274
Egibacter rhizosphaerae	PRJNA515972	4.63717	71.7	chromosome:NZ_CP036402.1/CP036402.1	1	4253	4123	Complete Genome	GCA_004322855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/322/855/GCF_004322855.1_ASM432285v1	-
Cellulosimicrobium protaetiae	PRJNA548202	4.78418	73.8884	chromosome:NZ_CP052757.1/CP052757.1; plasmid pCPRO01:NZ_CP052758.1/CP052758.1	2	4161	4070	Complete Genome	GCA_009708005.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/708/005/GCF_009708005.2_ASM970800v2	35348452
Nocardioides ungokensis	PRJNA646409	4.62478	71.7	chromosome:NZ_CP059164.1/CP059164.1	1	4845	4402	Complete Genome	GCA_013466985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/466/985/GCA_013466985.1_ASM1346698v1	-
Nocardioides aquaticus	PRJNA729605	4.58081	73.2	chromosome:NZ_CP075371.1/CP075371.1	1	4480	4330	Complete Genome	GCA_018459925.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/459/925/GCA_018459925.1_ASM1845992v1	-
Mycolicibacterium insubricum	PRJDB7717	4.57705	68.8	chromosome:NZ_AP022618.1/AP022618.1	1	4314	4160	Complete Genome	GCA_010731615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/615/GCA_010731615.1_ASM1073161v1	31287781
Jatrophihabitans cynanchi	PRJNA838103	4.51541	70.7	chromosome:NZ_CP097463.1/CP097463.1	1	4399	4309	Complete Genome	GCA_027247405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/247/405/GCF_027247405.1_ASM2724740v1	-
Mycobacterium shinjukuense	PRJDB7717	4.50402	67.8	chromosome:NZ_AP022575.1/AP022575.1	1	4115	3722	Complete Genome	GCA_010730055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/730/055/GCA_010730055.1_ASM1073005v1	31287781
Nocardioides okcheonensis	PRJNA779494	4.47153	72.9	chromosome:NZ_CP087710.1/CP087710.1	1	4363	4242	Complete Genome	GCA_020991065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/991/065/GCA_020991065.1_ASM2099106v1	-
Mycobacterium novum	PRJDB7717	4.45893	68.6	chromosome:NZ_AP022562.1/AP022562.1	1	4242	4043	Complete Genome	GCA_010726505.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/726/505/GCA_010726505.1_ASM1072650v1	31287781
Ruania alkalisoli	PRJNA669130	4.44869	68.2	chromosome:NZ_CP063169.1/CP063169.1	1	3948	3865	Complete Genome	GCA_014960965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/960/965/GCA_014960965.1_ASM1496096v1	-
Nocardioides sambongensis	PRJNA548595	4.43429	71.7	chromosome:NZ_CP041091.1/CP041091.1	1	4316	4030	Complete Genome	GCA_006494815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/815/GCF_006494815.1_ASM649481v1	-
Gordonia phthalatica	PRJNA287087	4.42873	68	chromosome:NZ_CP011853.1/CP011853.1	1	4189	4070	Complete Genome	GCA_001305675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/675/GCF_001305675.1_ASM130567v1	29068282
Brevibacterium zhoupengii	PRJNA784372	4.40812	62.6	chromosome:NZ_CP088298.1/CP088298.1	1	3965	3869	Complete Genome	GCA_021117425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/117/425/GCA_021117425.1_ASM2111742v1	-
Mycolicibacter hiberniae	PRJDB7717	4.39665	68.5	chromosome:NZ_AP022609.1/AP022609.1	1	4149	3974	Complete Genome	GCA_010729485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/729/485/GCA_010729485.1_ASM1072948v1	31287781
Pengzhenrongella sicca	PRJNA714484	4.39513	72.4	chromosome:NZ_CP071868.1/CP071868.1	1	4026	3902	Complete Genome	GCA_017569225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/569/225/GCA_017569225.1_ASM1756922v1	-
Nocardioides marmotae	PRJNA633454	4.39134	73.4	chromosome:NZ_CP053660.1/CP053660.1	1	4176	4096	Complete Genome	GCA_013177455.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/177/455/GCA_013177455.1_ASM1317745v1	-
Cryobacterium soli	PRJNA475847	4.38546	68.4	chromosome:NZ_CP030033.1/CP030033.1	1	4089	3985	Complete Genome	GCA_003611035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/611/035/GCF_003611035.1_ASM361103v1	-
Rubrobacter tropicus	PRJNA577049	4.5841	66.9657	chromosome:NZ_CP045119.1/CP045119.1; plasmid unnamed1:NZ_CP045120.1/CP045120.1	2	4616	4499	Complete Genome	GCA_011492945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/492/945/GCA_011492945.1_ASM1149294v1	-
Agromyces aureus	PRJNA302856	4.37312	70.4	chromosome:NZ_CP013979.1/CP013979.1	1	3996	3915	Complete Genome	GCA_001660485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/485/GCF_001660485.1_ASM166048v1	27373912
Arthrobacter dokdonellae	PRJNA473399	4.53075	66.222	chromosome:NZ_CP029642.1/CP029642.1; plasmid pDCT5:NZ_CP029643.1/CP029643.1	2	4048	3897	Complete Genome	GCA_003268655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/268/655/GCF_003268655.1_ASM326865v1	31079331
Tomitella gaofuii	PRJNA649820	4.35384	70.9	chromosome:NZ_CP059900.1/CP059900.1	1	4055	3853	Complete Genome	GCA_014126825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/126/825/GCA_014126825.1_ASM1412682v1	-
Subtercola endophyticus	PRJNA678113	4.31873	65.8	chromosome:NZ_CP087997.1/CP087997.1	1	3999	3888	Complete Genome	GCA_021044565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/044/565/GCA_021044565.1_ASM2104456v1	-
Brachybacterium kimchii	PRJNA836646	4.34847	71.5238	chromosome:NZ_CP097218.1/CP097218.1; plasmid pCBA3104-01:NZ_CP097219.1/CP097219.1	2	3953	3816	Complete Genome	GCA_023373525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/373/525/GCA_023373525.1_ASM2337352v1	-
Ruania halotolerans	PRJNA782798	4.27041	67.6	chromosome:NZ_CP088017.1/CP088017.1	1	3863	3763	Complete Genome	GCA_021049285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/049/285/GCA_021049285.1_ASM2104928v1	-
Nocardioides ochotonae	PRJNA594272	4.26492	72.5	chromosome:NZ_CP061769.1/CP061769.1	1	4116	4016	Complete Genome	GCA_011420305.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/420/305/GCA_011420305.2_ASM1142030v2	-
Brevibacterium limosum	PRJNA600789	4.25318	64.8	chromosome:NZ_CP050154.1/CP050154.1	1	3798	3690	Complete Genome	GCA_011617705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/617/705/GCA_011617705.1_ASM1161770v1	-
Frondihabitans sucicola	PRJDB15044	4.68042	68.6271	chromosome:AP027732.1; plasmid pNBRC108728a:AP027733.1	2	5247	5168	Complete Genome	GCA_030296615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/615/GCF_030296615.1_ASM3029661v1	-
Mycolicibacter minnesotensis	PRJDB7717	4.22405	67.1	chromosome:NZ_AP022589.1/AP022589.1	1	3923	3750	Complete Genome	GCA_010731755.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/755/GCA_010731755.1_ASM1073175v1	31287781
Nocardioides dongkuii	PRJNA650251	4.20784	73	chromosome:NZ_CP059903.1/CP059903.1	1	4088	3996	Complete Genome	GCA_014127485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/127/485/GCA_014127485.1_ASM1412748v1	-
Nocardioides campestrisoli	PRJNA633245	4.2063	72.1	chromosome:NZ_CP061768.1/CP061768.1	1	3998	3900	Complete Genome	GCA_013624435.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/624/435/GCA_013624435.2_ASM1362443v2	-
Jatrophihabitans telluris	PRJNA838267	4.1939	68.1	chromosome:NZ_CP097332.1/CP097332.1	1	3859	3752	Complete Genome	GCA_023516435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/516/435/GCA_023516435.1_ASM2351643v1	-
Cellulomonas xiejunii	PRJNA862561	4.19091	73.6	chromosome:NZ_CP101987.1/CP101987.1	1	3857	3755	Complete Genome	GCA_024508315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/508/315/GCF_024508315.1_ASM2450831v1	-
Humibacter ginsenosidimutans	PRJNA556507	4.18364	68.3	chromosome:NZ_CP042305.1/CP042305.1	1	3861	3701	Complete Genome	GCA_007859675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/859/675/GCF_007859675.1_ASM785967v1	-
Eggerthella guodeyinii	PRJNA596325	4.17518	66.2	chromosome:NZ_CP063310.1/CP063310.1	1	3563	3486	Complete Genome	GCA_009834925.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/925/GCF_009834925.2_ASM983492v2	-
Arthrobacter polaris	PRJNA706874	4.17296	58.9	chromosome:NZ_CP071516.1/CP071516.1	1	3447	3228	Complete Genome	GCA_021398215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/398/215/GCA_021398215.1_ASM2139821v1	-
Georgenia yuyongxinii	PRJNA543373	4.17164	72	chromosome:NZ_CP040915.1/CP040915.1	1	3835	3690	Complete Genome	GCA_006352065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/352/065/GCF_006352065.1_ASM635206v1	-
Brevibacterium spongiae	PRJNA796448	4.21772	64.7518	chromosome:NZ_CP093443.1/CP093443.1	2	3785	3681	Complete Genome	GCA_026168515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/168/515/GCF_026168515.1_ASM2616851v1	-
Mycolicibacterium fallax	PRJDB7717	4.15682	70.4	chromosome:NZ_AP022603.1/AP022603.1	1	4011	3837	Complete Genome	GCA_010726955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/726/955/GCA_010726955.1_ASM1072695v1	31287781
Brevibacterium atlanticum	PRJNA600781	4.15679	65.4	chromosome:NZ_CP050152.1/CP050152.1	1	3693	3587	Complete Genome	GCA_011617245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/617/245/GCA_011617245.1_ASM1161724v1	-
Rubrobacter marinus	PRJNA577050	4.42035	69.0821	chromosome:NZ_CP045121.1/CP045121.1; plasmid unnamed1:NZ_CP045122.1/CP045122.1	2	4534	4289	Complete Genome	GCA_011492965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/492/965/GCA_011492965.1_ASM1149296v1	-
Mycolicibacillus koreensis	PRJDB7717	4.1557	69.3	chromosome:NZ_AP022594.1/AP022594.1	1	4122	3903	Complete Genome	GCA_010731835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/835/GCA_010731835.1_ASM1073183v1	31287781
Cellulomonas wangsupingiae	PRJNA862607	4.1181	74.5	chromosome:NZ_CP101989.1/CP101989.1	1	3804	3710	Complete Genome	GCA_024508275.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/508/275/GCF_024508275.1_ASM2450827v1	-
Ornithinimicrobium ciconiae	PRJNA553635	4.09291	69.2	chromosome:NZ_CP041616.1/CP041616.1	1	3787	3683	Complete Genome	GCA_007197575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/197/575/GCF_007197575.1_ASM719757v1	34570338
Nocardioides rotundus	PRJNA760825	4.08857	71.5	chromosome:NZ_CP082922.1/CP082922.1	1	4007	3891	Complete Genome	GCA_019931675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/931/675/GCA_019931675.1_ASM1993167v1	-
Cellulomonas wangleii	PRJNA727676	4.07683	74.6	chromosome:NZ_CP074405.1/CP074405.1	1	3751	3653	Complete Genome	GCA_018388445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/388/445/GCA_018388445.1_ASM1838844v1	-
Nocardioides pantholopis	PRJNA498383	4.04172	73.2	chromosome:NZ_CP033324.1/CP033324.1	1	3891	3778	Complete Genome	GCA_003710085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/710/085/GCF_003710085.1_ASM371008v1	-
Mycolicibacterium doricum	PRJDB7717	4.0294	67.5	chromosome:NZ_AP022605.1/AP022605.1	1	3957	3706	Complete Genome	GCA_010728155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/728/155/GCA_010728155.1_ASM1072815v1	31287781
Epidermidibacterium keratini	PRJNA596875	4.01881	67.3	chromosome:NZ_CP047156.1/CP047156.1	1	3852	3753	Complete Genome	GCA_009834025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/025/GCF_009834025.1_ASM983402v1	29458473
Nocardioides euryhalodurans	PRJNA521813	4.01774	72.2	chromosome:NZ_CP038267.1/CP038267.1	1	3962	3874	Complete Genome	GCA_004564375.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/375/GCF_004564375.1_ASM456437v1	-
Agromyces larvae	PRJNA820538	4.00526	71.2	chromosome:NZ_CP094528.1/CP094528.1	1	3807	3709	Complete Genome	GCA_022811705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/811/705/GCA_022811705.1_ASM2281170v1	-
Nocardioides cynanchi	PRJNA528366	3.99855	71.6	chromosome:NZ_CP044344.1/CP044344.1	1	3922	3821	Complete Genome	GCA_008761635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/761/635/GCF_008761635.1_ASM876163v1	-
Cellulomonas fengjieae	PRJNA727675	3.98991	72.8	chromosome:NZ_CP074404.1/CP074404.1	1	3738	3657	Complete Genome	GCA_018388465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/388/465/GCA_018388465.1_ASM1838846v1	-
Actinomyces qiguomingii	PRJNA420781	3.98855	66.8	chromosome:NZ_CP025228.1/CP025228.1	1	3336	3210	Complete Genome	GCA_004102025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/025/GCF_004102025.1_ASM410202v1	-
Microbacterium cremeum	PRJNA669476	3.98295	70.7	chromosome:NZ_CP063812.1/CP063812.1	1	3535	3451	Complete Genome	GCA_015277855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/277/855/GCA_015277855.1_ASM1527785v1	-
Cellulomonas dongxiuzhuiae	PRJNA732517	3.98036	74.2	chromosome:NZ_CP076023.1/CP076023.1	1	3647	3546	Complete Genome	GCA_018623035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/623/035/GCA_018623035.1_ASM1862303v1	-
Egicoccus halophilus	PRJNA511635	3.98016	72.6	chromosome:NZ_CP036250.1/CP036250.1	1	3653	3534	Complete Genome	GCA_004300825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/300/825/GCF_004300825.1_ASM430082v1	-
Nocardioides seonyuensis	PRJNA521814	3.97436	70.4	chromosome:NZ_CP038436.1/CP038436.1	1	3916	3805	Complete Genome	GCA_004683965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/683/965/GCF_004683965.1_ASM468396v1	-
Tomitella fengzijianii	PRJNA555441	4.01325	70.8598	chromosome:NZ_CP041765.1/CP041765.1; plasmid unnamed:NZ_CP041766.1/CP041766.1	2	3673	3559	Complete Genome	GCA_007559025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/559/025/GCF_007559025.1_ASM755902v1	-
Natronoglycomyces albus	PRJNA698907	4.01238	61.4617	chromosome:NZ_CP070496.1/CP070496.1; plasmid p1:NZ_CP070498.1/CP070498.1; plasmid p2:NZ_CP070497.1/CP070497.1	3	3436	3334	Complete Genome	GCA_016925535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/925/535/GCA_016925535.1_ASM1692553v1	-
Tessaracoccus aquimaris	PRJNA362682	3.9347	68.8	chromosome:NZ_CP019606.1/CP019606.1	1	3711	3515	Complete Genome	GCA_001997345.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/345/GCF_001997345.1_ASM199734v1	29458549
Mycolicibacillus parakoreensis	PRJNA747101	3.93622	70.4959	chromosome:NZ_CP092365.1/CP092365.1; plasmid unnamed:NZ_CP092366.2/CP092366.2	2	3778	3660	Complete Genome	GCA_022370835.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/370/835/GCA_022370835.2_ASM2237083v2	-
Ornithinimicrobium avium	PRJNA482693	3.91891	72.4	chromosome:NZ_CP031229.1/CP031229.1	1	3631	3501	Complete Genome	GCA_003351765.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/765/GCF_003351765.1_ASM335176v1	34570338
Arthrobacter sunyaminii	PRJNA727679	3.91426	64.5	chromosome:NZ_CP076456.1/CP076456.1	1	3596	3483	Complete Genome	GCA_018866305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/866/305/GCA_018866305.1_ASM1886630v1	-
Brevibacterium pigmentatum	PRJNA600785	3.91313	64.7	chromosome:NZ_CP050153.1/CP050153.1	1	3548	3442	Complete Genome	GCA_011617465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/617/465/GCA_011617465.1_ASM1161746v1	-
Cellulomonas shaoxiangyii	PRJNA431689	3.90937	75.3	chromosome:NZ_CP039291.1/CP039291.1	1	3504	3405	Complete Genome	GCA_004798685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/798/685/GCF_004798685.1_ASM479868v1	-
Tessaracoccus defluvii	PRJNA658888	3.86479	69.3	chromosome:NZ_CP060789.1/CP060789.1	1	3731	3297	Complete Genome	GCA_014489575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/489/575/GCA_014489575.1_ASM1448957v1	-
Nocardioides faecalis	PRJNA727701	3.86383	72.2	chromosome:NZ_CP074406.1/CP074406.1	1	3627	3544	Complete Genome	GCA_018388425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/388/425/GCA_018388425.1_ASM1838842v1	-
Xylanimonas protaetiae	PRJNA516958	3.85998	73.4	chromosome:NZ_CP035493.1/CP035493.1	1	3600	3425	Complete Genome	GCA_004135385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/385/GCF_004135385.1_ASM413538v1	-
Micropruina glycogenica	PRJEB23532	3.84468	68.3	chromosome 1:NZ_LT985188.1/LT985188.1	1	3673	3540	Complete Genome	GCA_900289045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/289/045/GCA_900289045.1_MPGL2	-
Cellulomonas palmilytica	PRJNA564365	3.83401	74	chromosome:NZ_CP062221.1/CP062221.1	1	3477	3384	Complete Genome	GCA_021590045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/590/045/GCA_021590045.1_ASM2159004v1	-
Microbacterium wangchenii	PRJNA529067	3.82828	70.6	chromosome:NZ_CP038266.1/CP038266.1	1	3743	3668	Complete Genome	GCA_004564355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/564/355/GCF_004564355.1_ASM456435v1	-
Xylanimonas allomyrinae	PRJNA516960	3.84864	72.6733	chromosome:NZ_CP035495.1/CP035495.1; plasmid unnamed1:NZ_CP035496.1/CP035496.1	2	3552	3218	Complete Genome	GCA_004135345.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/345/GCF_004135345.1_ASM413534v1	-
Brachybacterium vulturis	PRJNA392611	3.79666	70.8	chromosome:NZ_CP023563.1/CP023563.1	1	3417	3303	Complete Genome	GCA_002407185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/407/185/GCF_002407185.1_ASM240718v1	30131788
Nocardioides piscis	PRJNA609860	3.78467	69.7	chromosome:NZ_CP049866.1/CP049866.1	1	3792	3608	Complete Genome	GCA_011300215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/300/215/GCA_011300215.1_ASM1130021v1	-
Arthrobacter antioxidans	PRJNA825165	3.78178	69.5	chromosome:NZ_CP095501.1/CP095501.1	1	3524	3422	Complete Genome	GCA_023100725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/100/725/GCA_023100725.1_ASM2310072v1	-
Ornithinimicrobium cryptoxanthini	PRJNA849730	3.77131	69.2	chromosome:NZ_CP099490.1/CP099490.1	1	3498	3383	Complete Genome	GCA_023923205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/923/205/GCA_023923205.1_ASM2392320v1	-
Aeromicrobium chenweiae	PRJNA431327	3.71774	70.3	chromosome:NZ_CP026952.1/CP026952.1	1	3647	3569	Complete Genome	GCA_003065605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/065/605/GCF_003065605.1_ASM306560v1	-
Actinomarinicola tropica	PRJNA587362	3.71545	72.6	chromosome:NZ_CP045851.1/CP045851.1	1	3702	3596	Complete Genome	GCA_009650215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/215/GCF_009650215.1_ASM965021v1	-
Microbacterium atlanticum	PRJNA673753	3.71299	70.7	chromosome:NZ_CP063813.1/CP063813.1	1	3401	3310	Complete Genome	GCA_015277815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/277/815/GCA_015277815.1_ASM1527781v1	-
Ornithinimicrobium flavum	PRJNA528571	3.71291	72.5	chromosome:NZ_CP038213.1/CP038213.1	1	3584	3243	Complete Genome	GCA_004526345.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/526/345/GCF_004526345.1_ASM452634v1	28945533
